nr,beta_WT,beta05_WT,beta95_WT,hl_WT,hl05_WT,hl95_WT,gamma,gamma05,gamma95,pib_WT,pib05_WT,pib95_WT,delta_1,delta05_1,delta95_1,p_value_1,beta_1,beta05_1,beta95_1,hl_1,hl05_1,hl95_1,delta_hl_1,delta_hl05_1,delta_hl95_1,p_hl_1,ratio_hl_1,pib_1,pib05_1,pib95_1,p_pib_1,delta_2,delta05_2,delta95_2,p_value_2,beta_2,beta05_2,beta95_2,hl_2,hl05_2,hl95_2,delta_hl_2,delta_hl05_2,delta_hl95_2,p_hl_2,ratio_hl_2,pib_2,pib05_2,pib95_2,p_pib_2,delta_3,delta05_3,delta95_3,p_value_3,beta_3,beta05_3,beta95_3,hl_3,hl05_3,hl95_3,delta_hl_3,delta_hl05_3,delta_hl95_3,p_hl_3,ratio_hl_3,pib_3,pib05_3,pib95_3,p_pib_3,sigma_g1,sigma_g2,sigma_g3,sigma_g4,sigma_g5,sigma_g6,sigma_g7,sigma_g8,sigma_g9,gene,com_id,ltag
1317,1.29722,1.0862815,1.5341055,0.53433280301337,0.451824991533663,0.638091682155654,1.76773,1.462182,1.986438,0.0268503,0.02377026,0.030265805,-0.122411,-0.3536071,0.1450909,0.2505,1.16487365,0.9290275,1.49004192,0.595040656968534,0.465186362402389,0.746099747684109,0.057808926193686,-0.059770376049482,0.185568738167429,0.464,0.452481303006037,0.0276931,0.02366861,0.03256346,0.407,-0.0857808,-0.35273225,0.22296075,0.3655,1.2110435,0.8899585,1.585273015,0.572355321181679,0.437241518953341,0.778853387257055,0.037898914104253,-0.080796348591244,0.197176088214768,0.553,0.23794315987774,0.05500855,0.047394075,0.064766,0,-0.2930225,-0.53263595,0.03144403,0.0735,0.9938605,0.7224263,1.40237455,0.697429245649031,0.494266875871797,0.959471274946475,0.157253595632724,-0.011074830318354,0.38746422804657,0.153,0.683085720167921,0.0336524,0.026202735,0.042131825,0.0785,0.4584465,0.3558785,0.781101,0.779516,0.5383755,0.25353,0.430051,0.3327345,0.2701045,SL1344_1406,ydgC,SL1344_1406
1318,1.01791,0.8330359,1.2174445,0.680951343667289,0.56934602007719,0.832073798243163,1.98892,1.7367555,2.177182,0.05624745,0.050412535,0.06201579,-0.2649255,-0.462959,-0.06855363,0.0215,0.7476515,0.59637575,0.952148,0.927099302789471,0.72798260712247,1.16226587529899,0.242453093502919,0.056961736330061,0.452789779842932,0.042,1.15269046841876,0.0567539,0.049534745,0.06672042,0.4755,0.131135,-0.1009303,0.3963832,0.2255,1.154093165,0.883485875,1.4619446,0.600599066546202,0.47412686585154,0.784559437377111,-0.077521682298381,-0.212736908974796,0.071311400717896,0.364,-0.573320654809824,0.0603624,0.053111535,0.07004798,0.2355,-0.08468375,-0.3204146,0.17838965,0.339,0.9280355,0.6888273,1.23766665,0.746897275720394,0.560043574141464,1.00627135559227,0.062100055540103,-0.106906062701716,0.278802600808803,0.4505,0.286568187111518,0.0544222,0.043673235,0.065561935,0.4015,0.3431055,0.2557975,0.401661,0.626888,0.417161,0.161056,0.378719,0.3892495,0.221307,SL1344_1407,ydgI,SL1344_1407
1319,0.6448655,0.5780104,0.723086,1.07487093160312,0.958595771172389,1.19919499903613,1.938,1.7187575,2.141414,0.0293885,0.025780895,0.03361031,-0.0800069,-0.15764085,-0.006316434,0.0905,0.5675321,0.49218033,0.642935225,1.22133564565421,1.07809800055917,1.40831954968939,0.150271737818755,0.011813510899895,0.316811599473551,0.126,0.902316936771798,0.0251052,0.021101115,0.029833175,0.111,-0.0514081,-0.1320196,0.029976235,0.272,0.59351205,0.515998065,0.68681065,1.16787384703058,1.00922602295064,1.34331357014046,0.092187994781334,-0.050373930681314,0.253622393102742,0.321,0.571055461165047,0.04619915,0.03938934,0.054402285,5.00E-04,0.0392706,-0.057388045,0.1548878,0.3695,0.68613694,0.59693484125,0.80132755,1.01021697127073,0.864998569342123,1.16117729467969,-0.061099962933414,-0.224674511256813,0.090098331622084,0.443,-0.373529767067521,0.0186657,0.01489189,0.02388808,0.0055,0.311872,0.4708315,0.1748075,0.298298,0.259247,0.302884,0.3059285,0.2353345,0.27992,SL1344_1408,ydgH,SL1344_1408
1320,0.394707,0.36381435,0.42558865,1.75610562188896,1.62867873210552,1.90522221245768,1.615265,1.244932,1.927732,0.0255296,0.022285695,0.02970712,-0.057355,-0.087003935,-0.02660307,0.0215,0.33796985,0.312963255,0.36395473,2.05091424918739,1.90448735381439,2.21478780338339,0.297109828687123,0.140082778970762,0.448753108739982,0.0045,1.95926801757096,0.019777,0.016745795,0.023366535,0.025,-0.104093,-0.1370674,-0.07163372,5.00E-04,0.2897565,0.2620712,0.3207568,2.39217129264202,2.16097423831185,2.64488117477071,0.634566963185508,0.419403301622398,0.869087339121899,5.00E-04,2.70580737665892,0.04218125,0.035655565,0.050065595,0.001,0.0309991,-0.0075777675,0.08289011,0.2965,0.4268709,0.38512451955,0.47725844,1.62378644393587,1.45235186702199,1.79980018250195,-0.12781760760371,-0.32019088334942,0.032316384699564,0.1885,-0.664424968115979,0.02608705,0.018040525,0.037464765,0.4775,0.199691,0.4476925,0.2453155,0.4478895,0.2883685,0.108042,0.169382,0.299195,0.2024235,SL1344_1409,pntA,SL1344_1409
1321,0.518777,0.4603345,0.59215155,1.33611779511122,1.17055706567711,1.50574675741181,3.52487,2.932336,4.019838,0.0241418,0.021002325,0.027543465,-0.09666915,-0.1555642,-0.05157781,0.003,0.42239825,0.382183,0.466779935,1.64098023785145,1.48495496353865,1.81365260503737,0.307299650254062,0.168464985434971,0.460109284149662,0.002,2.01099657410351,0.02128015,0.018107935,0.02494567,0.154,-0.1352895,-0.19566975,-0.07954763,0.002,0.382215,0.34047635,0.43643945,1.81350073525474,1.58818635983244,2.03581594732503,0.481206784750867,0.27538999535361,0.665070315540515,0.0015,2.61719538771068,0.0423974,0.036241985,0.05019754,0,-0.001190615,-0.074973205,0.08134794,0.6745,0.5194392,0.435315295,0.62015238,1.33441446276592,1.11770467485637,1.59228768694836,0.00305061420308,-0.186649746401917,0.216286027431885,0.6665,0.01430632068514,0.0262036,0.017589375,0.039726555,0.364,0.3654685,0.3682035,0.3367105,0.577784,0.3627855,0.209189,0.172138,0.3532595,0.2024065,SL1344_1410,pntB,SL1344_1410
1322,0.9768725,0.76364125,1.229135,0.709557471661489,0.563930878852088,0.907686928348421,2.16822,1.479724,2.4017745,0.0414763,0.03617354,0.04764733,0.200778,0.0025583425,0.415481,0.059,1.1864905,0.889722865,1.48125675,0.584199528885772,0.46794534128338,0.779059665676054,-0.123147256715522,-0.236536278960001,-0.00235799206633,0.1405,-1.08605978143107,0.0343277,0.029297875,0.039622415,0.0585,-0.0522775,-0.23024235,0.15775975,0.394,0.9252017,0.67881707,1.2518898,0.749184961875841,0.553680731980365,1.02111074650854,0.04120358375624,-0.102968193130951,0.206167019844275,0.536,0.249774039225585,0.06874425,0.058535695,0.08088446,0,-0.00244111,-0.26628865,0.277642,0.542,0.9690794,0.6848394,1.3230706,0.715263559278122,0.52389281679251,1.01213099181238,0.001736273929862,-0.179064107328913,0.251279966903636,0.6315,0.006957795282948,0.03455185,0.025152045,0.04770692,0.197,0.2236335,0.467723,0.3533735,0.6823775,0.342574,0.4068765,0.325597,0.384366,0.3205035,SL1344_1411,tqsA,SL1344_1411
1323,0.81019,0.67661445,0.9920206,0.855536579481045,0.698722593038349,1.02443456576866,2.073645,1.656915,2.4502415,0.03547995,0.02946314,0.042246225,-0.0459306,-0.2109017,0.10832055,0.3925,0.76577815,0.605939275,0.96281521,0.905154032622207,0.719917180849384,1.14392185682105,0.05081932521538,-0.112301524054427,0.249963465436269,0.4975,0.255188654604709,0.02653455,0.02114238,0.03313982,0.052,-0.08345255,-0.26724865,0.14554795,0.309,0.721742065,0.54014475,1.02398765,0.960380747767887,0.676909755507303,1.28326190444833,0.099934065736244,-0.132657175267527,0.38445307546351,0.3795,0.351238624906077,0.0759094,0.060224595,0.09408453,0,-0.00383571,-0.19919805,0.23213725,0.554,0.8142547,0.59873825,1.09517165,0.851265817634462,0.632911915889284,1.15767980780396,0.003911590438492,-0.208344473887569,0.257865836530199,0.633,0.015402736905134,0.03378965,0.02381988,0.045876075,0.4035,0.4686275,0.304432,0.4936635,0.7692935,0.4933075,0.495535,0.444617,0.412651,0.382669,SL1344_1412,ydgF,SL1344_1412
1324,0.909634,0.74766595,1.111408,0.76200667677083,0.623666001280565,0.927081379938405,2.4655,2.1708435,2.66896,0.0412387,0.034665895,0.04907242,0.0022735,-0.2050083,0.21737395,0.5595,0.91258705,0.721216765,1.1565083,0.759540981826424,0.599344753004752,0.96108032939652,-0.001962119071272,-0.163896154892615,0.179648316216389,0.693,-0.012116779905596,0.03386515,0.02639966,0.04330488,0.1345,-0.0552275,-0.27563325,0.20982835,0.4065,0.84689231,0.62489945,1.1845052,0.818459647127702,0.585178729995488,1.10921393958542,0.04905240720784,-0.14960849080777,0.309620977568639,0.502,0.188251434698818,0.09445575,0.074200315,0.11983045,0,-0.04321485,-0.2551097,0.2235623,0.4295,0.8566265,0.68093345,1.170315,0.809159161883134,0.592274159453625,1.01793674870772,0.039052418646085,-0.160632570228219,0.252336281038825,0.535,0.183100672540214,0.02628165,0.01932618,0.036371455,0.0205,0.3850855,0.3839285,0.3946475,0.623313,0.5418175,0.327382,0.497706,0.35613,0.463239,SL1344_1413,ydgE,SL1344_1413
1325,1.07197,0.96946585,1.227905,0.646610616651081,0.564495780418276,0.714978439861111,0.1794125,0.015854235,0.50546365,0.00727222,0.0062549885,0.0083709375,-0.00637266,-0.12672275,0.1220498,0.5625,1.067787395,0.957196715,1.2253783075,0.649143454823035,0.565659756046601,0.724142874931285,0.003953861414224,-0.072036703813656,0.077603601235194,0.8545,0.05368466234688,0.005287705,0.004277302,0.006444664,0.02,-0.2145865,-0.3468792,-0.07666396,0.014,0.8569535,0.7415839,1.0294314,0.808850404205643,0.673330155889983,0.934684786576745,0.160693198513427,0.051486327584141,0.273525554114245,0.048,1.42417658177706,0.0232481,0.019295695,0.02805676,0,-0.251484,-0.39306755,-0.092855435,0.008,0.818382,0.6854905,1.02372105,0.846972661404844,0.67708599038758,1.01116981886554,0.19838849578733,0.059581391746801,0.357391750816485,0.0395,1.24770084581573,0.00963127,0.006896661,0.01285958,0.1135,0.4659005,0.3041815,0.3982555,0.6939105,0.429774,0.346165,0.3578635,0.381578,0.393235,SL1344_1414,,SL1344_1414
1326,0.184985,0.15355185,0.228131,3.74704533803457,3.03837422916306,4.5140924716457,0.6352975,0.09968934,1.3673635,0.04947865,0.028418475,0.07302643,0.04333945,-0.0053754575,0.090864995,0.217,0.2284789,0.19046583,0.275999155,3.03374701555088,2.51141053432791,3.63922064685805,-0.707585480165533,-1.50572462297858,0.091060039002665,0.0845,-0.88654401495915,0.03276095,0.022333735,0.046034095,0.1215,-0.033791,-0.08225158,0.015229835,0.311,0.1504243,0.117156295,0.196902985,4.6079468760478,3.52024724841029,5.91643173080966,0.841410099359645,-0.325887253437936,2.21176190115609,0.1265,0.614010284261754,0.0549677,0.01749945,0.091718425,0.413,0.005860765,-0.04289813,0.05626981,0.6895,0.18922031,0.158019335,0.24316943,3.66317540292448,2.85047011814174,4.38647070161661,-0.115919625565406,-1.05169123973965,0.821150919289545,0.464,-0.123875979789895,0.02743245,0.002474078,0.07891571,0.2225,0.1852455,0.3573205,0.380559,0.5486165,0.388995,0.2977765,0.417741,0.380815,0.3147235,SL1344_1415,asr,SL1344_1415
1327,1.010675,0.9031129,1.178626,0.685825988153373,0.588097655207129,0.767508891429996,0.2240305,0.021066185,0.58974355,0.00868578,0.007308299,0.01029278,0.03014855,-0.106022,0.1721605,0.4515,1.042405,0.914809325,1.234067739,0.664949981393957,0.561676769155813,0.757695810512948,-0.019373894357325,-0.105833251950831,0.071474271079014,0.721,-0.224080942729335,0.01248905,0.01043745,0.015149635,0.0135,-0.224714,-0.3585727,-0.086510755,0.0105,0.791423,0.6804388,0.95378798,0.875823902856765,0.726730885441687,1.01867676356324,0.193554438280597,0.067043276183241,0.317888766594479,0.031,1.55672565176023,0.02234335,0.01855223,0.02719965,0,-0.3569935,-0.49787395,-0.19373995,0.001,0.655447,0.53170575,0.84728515,1.05751827465287,0.81808017615935,1.30362927502945,0.367235920719736,0.164059453029375,0.601594429094511,0.0025,1.56698352138541,0.01662565,0.01208897,0.022790075,0.0025,0.430006,0.344946,0.394354,0.797459,0.4480565,0.4324485,0.3973555,0.357216,0.347761,SL1344_1416,ynfM,SL1344_1416
1328,0.89364,0.74367325,1.0776045,0.775644760285258,0.64322967040759,0.932058780955489,0.8915625,0.49107955,1.2629345,0.0367923,0.03052155,0.04373186,-0.1359585,-0.2943105,0.005973451,0.095,0.75091005,0.6267154,0.93709753,0.923076183733588,0.739674567002181,1.10599994000038,0.140147280264846,-0.006004315243238,0.306795765115615,0.168,0.840975424351113,0.0269352,0.021360125,0.034177765,0.0475,0.02134625,-0.15692435,0.20680905,0.495,0.91068475,0.73177638,1.16003585,0.761127490669882,0.597522257438748,0.947211794983839,-0.017421082360577,-0.159664588800419,0.147370846195185,0.634,-0.122473656594965,0.03486815,0.02673931,0.04407306,0.3825,0.0425317,-0.16961675,0.27940335,0.4295,0.93126155,0.7183608455,1.22735805,0.744309888656065,0.564747338850553,0.964901148937989,-0.036844563867195,-0.19628839014069,0.160844907671858,0.5515,-0.23108178427677,0.01864865,0.013294675,0.026369555,0.001,0.3414395,0.3858715,0.438489,0.715396,0.4308045,0.4895195,0.4347675,0.446221,0.460212,SL1344_1417,ynfL,SL1344_1417
1329,1.063355,0.9568644,1.204335,0.651849270761773,0.575543514831445,0.724394366283442,0.1367735,0.012082865,0.4649496,0.01115515,0.00966118,0.012810205,-0.125415,-0.24935245,-0.00016773689,0.0855,0.937177,0.84335605,1.073210635,0.739611813521602,0.645863136441742,0.821891580117306,0.087796554908412,9.17E-05,0.172516656832447,0.243,1.03631314073649,0.00659331,0.005498399,0.0078996985,5.00E-04,-0.2015145,-0.34801175,-0.043100915,0.032,0.8626285,0.73650605,1.044359675,0.80352919167005,0.663705423675466,0.941128972033385,0.15147699255742,0.027858819079468,0.28261374755429,0.093,1.15510706789287,0.0279487,0.023254015,0.033182715,0,-0.121918,-0.29149165,0.071900945,0.198,0.94610125,0.77459805,1.16191257,0.73263530788841,0.59655711064908,0.894847567255575,0.083856852943933,-0.044803711830103,0.236854954629135,0.344,0.548090806489032,0.009092345,0.007084087,0.01180218,0.138,0.2433375,0.491157,0.414761,0.785601,0.445096,0.348138,0.341483,0.3495635,0.3703795,SL1344_1418,mlc,SL1344_1418
1330,0.905159,0.79652575,1.053187,0.765773974210995,0.658142560828724,0.870213239846783,0.34697,0.032877245,0.8423249,0.008750005,0.0075006855,0.01001872,-0.122628,-0.24495165,-0.013267965,0.064,0.780953,0.6928778,0.906408555,0.887565861782315,0.764718328875076,1.00038878775579,0.119517440633182,0.012947180514432,0.234197659446985,0.137,1.04218008885414,0.008206665,0.0069681055,0.0096189755,0.3275,-0.279221,-0.40643835,-0.15694315,0,0.623293,0.53156195,0.7592955,1.1120727841651,0.912882011297607,1.30398199087076,0.345926117514126,0.172738024558639,0.529603436481362,0.001,1.88333605618357,0.0247588,0.020303965,0.029446435,0,-0.1034025,-0.25749605,0.096688115,0.221,0.798011,0.65348815,1.03004103,0.868593544221345,0.672931621579284,1.06068822591177,0.099917531664583,-0.072096731520052,0.28210691807589,0.3215,0.54842674226374,0.01008485,0.0072967945,0.013742415,0.244,0.504293,0.498542,0.581026,0.809077,0.4029235,0.406707,0.2650905,0.401367,0.4086605,SL1344_1419,bioDb,SL1344_1419
